text,label
"Witnessing the rise of contactless payments has been fascinating. Safe, secure, and so convenient! ???? #ContactlessIsMore #PaymentInnovation",extremely positive
Sometimes a really good clip needs a bit of commentary. Tho I went Latino with this one https://t.co/M5LthLdm6t,positive
Sustainability Tip: The pandemic underscores the importance of a circular economy in managing resources. #SustainableLiving,neutral
"Every trip to the grocery store feels like a survival mission. Thanks, hoarders. #GroceryStoreBattlefield",extremely negative
Handwashing good but inadequate when amp are germ magnets  Mind what your phone touches amp freq wipe w alcohol swab  not work well unless rub hands 20sec til DRY  But 1 of the dirtiest things pump on sanitizer dispensers,extremely negative
One of our Desi Scientist Grocery store,neutral
I can????t sleep because  I????m scared and nervous because I have to get a couple things from the grocery store. I think I????m just going to go now on no sleep. #coronavirus2020 #coronavirus #scared #anxiety,extremely negative
"This is punishable by fukin beat down on site! Don????t care about your age! Virginia teens allegedly recorded themselves coughing on produce in grocery store: police #covid #coronavirus #MAGAROLLERCOASTER #TrumpPence2020 #2a #2AShallNotBeInfringed

https://t.co/gdoyw1mSrY",positive
Every cough feels like a death sentence. The fear of COVID-19 is suffocating. #COVID19fear,extremely negative
"@SamMcAlister1 So true. #NHS are heroes. #FireFighters #police #soldiers - undoubtedly. Supermarket workers are fighting their own battle too though. High risk, shit pay and zero fucking thanks. #tesco #Waitrose #lidl #coop #asda #sainsburys look after yo",negative
"??? *Hindustan Unilever commits Rs 100 cr to the nation in the fight against #Coronavirus; reduce the prices of sanitizers, handwash &amp; floor cleaners by 15%* https://t.co/OCnl6vgimQ",negative
???? Focusing on self-improvement during this downtime. Every day is a chance to grow. #SelfImprovement #GrowthMindset,positive
???? Loving the online book clubs popping up. What a great way to stay connected and engaged! #VirtualCommunity,positive
Insightful podcast on how different countries are handling the pandemic. #GlobalResponse #COVID19,neutral
COVID-19 Consumer Sentiment Snapshot #2 | BCG https://t.co/JI6udOq0Gy,neutral
Worried about how long we can cope with this new normal. The stress and strain are relentless. #MentalHealth #Pandemic,extremely negative
There is no need to panic   Right now supermarket shelves remain well stocked But pressures due to lockdowns may impact supply chains says Chief Economist What should countries do Read more here,extremely negative
Seeing families spend quality time together during walks is heartwarming. #FamilyTime #StaySafe,positive
I'm tired of the lies and half-truths from those in power. We deserve better during this crisis. #COVID19Lies,extremely negative
Any chance RTE might interview people working at supermarket tills in Tesco or Dunne? Heroes who are also putting their lives at risk like pilots but at far less cost? Or is it only people who make over 50 k a year that matter? #LateLateShow #RTE #COVID2019,positive
Seems after years of living inside the cocoon of liberal propaganda as it s purveyor and consumer Bill Maher is slowly waking up to the reality and talking some common sense Ted Lieu is still defending China and attacking the President,extremely negative
Missing the days when a trip to the supermarket didn't feel like a survival challenge. #COVID19 #NewReality,negative
"HIGHLIGHT CLIP from this week's episode of The Boxing Rant podcast: ""Things just got Awkward, a Coronavirus Companion""

A tale from the grocery store during the pandemic pandemonium. #QuarantineLife #coronavirus

Video: https://t.co/W04EWtxUlY 
Audio Only: https://t.co/W5HCzIxZxh https://t.co/kP8wAFRszu",neutral
I was a WIC baby. Please choose another brand. https://t.co/SW8e4iPsPk,positive
"Oil prices could fall below ZERO !

Are you ready for Ezekiel 38 ?
#Magog #Gog #Russia #Turkey #Syria #coronavirus #Jesus #HolySpirit #Israel https://t.co/e4rSb1Dyu7",positive
???? The flexibility in work schedules now is a breath of fresh air. Work-life balance is finally real. #NewWorkEra,extremely positive
Looking at the role of technology in managing #COVID19. From contact tracing apps to information dissemination. #TechForGood,neutral
Gardening has been my sanctuary during this lockdown. Nature heals! #GardeningDuringCovid,positive
Online art exhibitions are opening new windows to beauty and culture,extremely positive
"I am absolutely appalled that I, a vulnerable person with severe mental health issues, cannot even do a food shop online because of all the selfish people bulk buying. I struggle going outside so online shopping is my only hope. Shame on you. #coronavirus",extremely negative
@OforiAkuffo The supermarket staff did better than the Bank security guard who beat up a customer with a baby on her back for damanding her own money. If you put everything in context with the fear and uncertainty around COVID-19 I would say they did OK.,positive
"The creativity I'm seeing online, from art to music, is a true testament to the human spirit's resilience. ???????? #CreativeIsolation",positive
???? Found toilet paper at the store today ?? it's the little victories that count! #SmallWins #ToiletPaperDiaries,positive
"@ProudResister @GregCipes Damn right I am. Theft is theft. Just had our shop broken into with all this covid-19 stuff. Theft doesn't help anyone. It may not hurt the higher ups of a business, but it hurts the employees, and the consumers when hours get cu",extremely negative
"$KNOS @KronosATI
#convid9 #coronavirus 

Shop now:
https://t.co/zOqpZhgOVM",neutral
"Fraudsters prey on the public's fears over the #COVID19 pandemic. Learn about protecting yourself from financial #fraud and scams during this challenging time: https://t.co/uZmxKIormy @RetailCouncil Protect your #retail business, your #employees &amp; #customers https://t.co/cptIFZONBI",extremely negative
Education Update: Schools and universities are shifting to online learning to continue education. #Elearning #COVID19,neutral
Glad to see the government taking steps to support small businesses. We're in this together! #SupportLocal #EconomicResponse,positive
The race for a cure: Tracking the development of COVID-19 vaccines. #VaccineResearch #COVID19Cure,neutral
Mental health is the silent victim of this pandemic. Who's paying attention? #MentalHealthCrisis,extremely negative
The way some people treat supermarket workers is just disrespectful. They're on the frontline too. #Respect #COVID19,negative
Covid 19 coronavirus: Essential worker's warning after $633 mince bill at supermarket - NZ Herald https://t.co/Pp0IbcvUJY,negative
"Oh, FSS....

#coronavirus #covid19 

Woman intentionally coughed on US$35,000 in food at grocery store: Pa. police | CTV News https://t.co/yXdYcN71hL",neutral
"#CCP #China is #hording #medical equipment during #coronavirus to drive up prices and to dole the aid out to countries and build its softpower.
https://t.co/viUY1COKkk",neutral
"It's not just about the virus, it's about the mental health impact of this prolonged crisis. #MentalHealthMatters #COVID19",negative
The speed of COVID-19 vaccine development is nothing short of miraculous. Science is incredible! #VaccineSuccess #ScientificInnovation,extremely positive
"the supplies while you do the shopping online. 
#StayHomeSaveLives",neutral
A look at how the education sector is evolving with online learning platforms. #EdTech,neutral
"The Ipsos Biosurveillance Atlas tracked the rise in #Twitter &amp; #Facebook mentions of empty grocery store shelves and bar &amp; restaurant closures over the past week and a half, offering insights into how #coronavirus news is spreading on social media. https://t.co/SIGHnGGQKz",negative
Fashion brands making masks ?? style meets safety. Loving these designs! ??????? #FashionForward #StaySafe,extremely positive
The panic at grocery stores is irrational and dangerous. Can't believe we're fighting over toilet paper. #PanicBuying #COVID19,extremely negative
How is it that you can never find toilet paper but you can find plenty of toilet bowl cleaner #toiletpaper #coronavirus #coronavirus2020 #CoronavirusPandemic #butwhy #dirtypeople #cleanthosetoilets,positive
Podcast Recommendation: Exploring the impact of COVID-19 on various sectors. Tune in for insights. #PodcastOfTheDay,neutral
Tesco able to pay UK dividend as sales soar due to Covid-19 https://t.co/n879wOXYkN,negative
Love seeing restaurants offering DIY meal kits. A fun and delicious way to mix up dining at home! #RestaurantInnovation ????,extremely positive
Although I agree that we must avoid hording food and necessities seeing empty shelves at a grocery store triggers something in your mind As a person with disabilities and no car I am limited to buying what I can carry I could only carry 4 days worth of food,negative
